,CLAVE SITIO,CLAVE MONITOREO,NOMBRE DEL SITIO,TIPO CUERPO DE AGUA,FECHA REALIZACIÓN,AÑO,Alc_Tot,Cond_elec,Dur_Tot,SDT,Fe_Tot,Mn_Tot,Fluo,CF,N_NO3,As_Tot,Cd_Tot,Cr_Tot,Hg_Tot,Pb_Tot
444,OCNORNUE3,OCNORNUE3-140822,SAN PABLO POZO NUEVO,SUBTERRÁNEO,2022-08-11 00:00:00,2022,203.3,551.0,202.0,372.4,0.0041,0.00021,0.23,135.0,2.034,0.0015,0.00130148,0.0012,0.000201289,0.00154
445,OCNORNUE1,OCNORNUE1-140822,LAS DELICIAS POZO NUEVO,SUBTERRÁNEO,2022-09-30 00:00:00,2022,158.3,311.0,104.2,189.4,0.0041,0.00021,0.85,10.0,1.256,0.0015,0.00130148,0.0012,0.000201289,0.00154
446,OCNOR6508,OCNOR6508-070822,EL MOLINITO,SUBTERRÁNEO,2022-08-01 00:00:00,2022,358.0,1141.0,338.0,721.0,0.0043,0.00021,0.79,10.0,2.043,0.0015,0.00130148,0.0013,0.000201289,0.00154
447,OCPBC4314,OCPBC4314-180922,ENSENADA 1 (POZO CESPE),SUBTERRÁNEO,2022-09-06 00:00:00,2022,201.8,12220.0,3522.6,8809.2,0.051,0.004,0.97,10.0,6.358,0.0015,0.00130148,0.0012,0.0007,0.00154
448,OCPBC4309,OCPBC4309-180922,MANEADERO 3 (POZO CESPE),SUBTERRÁNEO,2022-09-09 00:00:00,2022,199.6,2247.0,556.1,1498.0,1.178,0.02,2.1,10.0,6.44,0.0015,0.00130148,0.0012,0.000201289,0.00154
449,OCPBC4328,OCPBC4328-180922,CAMALU 1 (POZO NO 2),SUBTERRÁNEO,2022-09-12 00:00:00,2022,169.3,20207.0,8212.9,16263.0,0.193,0.021,0.35,256.0,2.769,0.0015,0.00130148,0.0012,0.001,0.00154
450,OCNOR6507,OCNOR6507-070822,TOPAHUE,SUBTERRÁNEO,2022-08-20 00:00:00,2022,231.1,1475.0,528.1,1134.2,0.017,0.0005,0.48,10.0,2.505,0.0015,0.00130148,0.0012,0.000201289,0.00154
453,OCPBC4315,OCPBC4315-180922,ENSENADA 3 (POZO CALLE 11 Y BLANCARTE),SUBTERRÁNEO,2022-09-08 00:00:00,2022,261.5,4570.0,1068.7,3047.0,0.0041,0.00021,0.94,10.0,15.872,0.0015,0.00130148,0.0012,0.000201289,0.00154
454,OCPBC4332,OCPBC4332-250922,POZO VG-3A (CNA-150),SUBTERRÁNEO,2022-09-12 00:00:00,2022,104.2,3067.0,1167.6,2513.0,0.0041,0.00021,0.17,10.0,95.897,0.0015,0.00130148,0.0012,0.000201289,0.00154
456,OCPBC4335,OCPBC4335-180922,SAN SIMON 1 (POZO NO 10 LOS PINOS),SUBTERRÁNEO,2022-09-11 00:00:00,2022,169.3,2116.0,668.9,1510.3,0.278,0.008,0.31,10.0,9.812,0.0015,0.00130148,0.0012,0.000201289,0.00154
457,OCPBC4334,OCPBC4334-180922,SAN QUINTIN 3 (POZO EJIDO NVO MEXICALI),SUBTERRÁNEO,2022-09-11 00:00:00,2022,195.3,2403.0,657.0,1667.0,0.333,0.012,0.33,10.0,2.812,0.0015,0.00130148,0.0012,0.000201289,0.00154
458,OCPBC4377,OCPBC4377-310722,LA MESA ARENOSA,SUBTERRÁNEO,2022-09-21 00:00:00,2022,149.9,1631.0,328.2,1027.3,0.115,0.126,0.29,10.0,0.036,0.0015,0.00130148,0.0012,0.000201289,0.00154
459,OCPBC4333,OCPBC4333-180922,SAN QUINTIN 1 (POZO UABC),SUBTERRÁNEO,2022-09-11 00:00:00,2022,217.0,3040.0,843.1,2138.5,0.237,0.038,0.37,10.0,1.069,0.0015,0.00130148,0.0012,0.000201289,0.00154
461,OCPBC5358,OCPBC5358-250922,POZO 10,SUBTERRÁNEO,2022-09-14 00:00:00,2022,225.4,1521.0,446.6,1022.7,0.016,0.023,0.68,20.0,12.651,0.0015,0.00130148,0.0012,0.000201289,0.00154
462,OCPBC5361,OCPBC5361-250922,POZO NO. 3,SUBTERRÁNEO,2022-09-21 00:00:00,2022,175.4,1414.0,307.5,888.0,0.038,0.184,0.3,10.0,0.124,0.0015,0.00130148,0.0012,0.000201289,0.00154
463,OCPBC5589,OCPBC5589-250922,SANTA ANITA,SUBTERRÁNEO,2022-09-08 00:00:00,2022,462.2,4553.0,989.5,2841.5,0.0041,0.032,0.82,10.0,16.436,0.0015,0.00130148,0.0012,0.000201289,0.00154
465,OCPBC5588,OCPBC5588-180922,MANEADERO,SUBTERRÁNEO,2022-09-09 00:00:00,2022,253.9,9287.0,2592.5,6514.5,0.018,0.00021,1.69,10.0,29.899,0.0015,0.00130148,0.00265,0.000201289,0.00154
466,OCPBC5362,OCPBC5362-250922,POZO 15,SUBTERRÁNEO,2022-09-21 00:00:00,2022,211.1,2104.0,610.8,1494.3,0.076,0.232,0.3,10.0,1.033,0.0015,0.00130148,0.0012,0.000201289,0.00154
467,OCPBC5596,OCPBC5596-021022,DISTRITO FEDERAL,SUBTERRÁNEO,2022-09-20 00:00:00,2022,232.6,1643.0,718.8,1185.5,0.588,0.404,0.32,10.0,0.035,0.0015,0.00130148,0.0012,0.000201289,0.00154
468,OCPBC5598,OCPBC5598-021022,CD MORELOS,SUBTERRÁNEO,2022-09-21 00:00:00,2022,197.9,1212.0,403.0,853.0,0.199,0.383,0.25,10.0,0.056,0.0015,0.00130148,0.0012,0.000201289,0.00154
470,OCPBC5594,OCPBC5594-021022,EJIDO LAZARO CARDENAS,SUBTERRÁNEO,2022-09-21 00:00:00,2022,177.5,1226.0,328.2,816.7,0.153,0.121,0.35,10.0,0.047,0.0015,0.00130148,0.0012,0.000201289,0.00154
471,OCPBC6318,OCPBC6318-250922,EL FRONTERIZO,SUBTERRÁNEO,2022-09-20 00:00:00,2022,190.7,2195.0,189.0,1339.3,0.068,0.048,0.92,10.0,0.155,0.0015,0.00130148,0.0012,0.000201289,0.00154
472,OCPBC6320,OCPBC6320-250922,ESTACION RIITO,SUBTERRÁNEO,2022-09-20 00:00:00,2022,95.9,2994.0,216.0,1676.0,0.088,0.072,0.53,10.0,0.042,0.0015,0.00130148,0.0012,0.000201289,0.00154
474,OCPBC6317,OCPBC6317-250922,LAS ADELITAS,SUBTERRÁNEO,2022-09-21 00:00:00,2022,107.1,2101.0,444.6,1352.0,0.0067,0.068,0.28,10.0,0.159,0.0015,0.00130148,0.0012,0.000201289,0.00154
475,OCPBC6322,OCPBC6322-250922,MESA RICA DOS,SUBTERRÁNEO,2022-09-20 00:00:00,2022,84.7,3826.0,313.7,2283.0,0.883,0.117,0.46,41.0,0.102,0.027,0.00130148,0.0012,0.000201289,0.00154
476,OCPBC6316,OCPBC6316-250922,ISLITA,SUBTERRÁNEO,2022-09-21 00:00:00,2022,198.9,2254.0,511.0,1487.7,0.097,0.187,0.24,10.0,0.032,0.0015,0.00130148,0.0012,0.000201289,0.00154
477,OCPBC6323,OCPBC6323-250922,INDEPENDENCIA,SUBTERRÁNEO,2022-09-20 00:00:00,2022,124.4,1410.0,102.8,852.7,0.032,0.019,0.73,10.0,0.033,0.0015,0.00130148,0.0012,0.000201289,0.00154
478,OCPBC6319,OCPBC6319-250922,LUIS B. SANCHEZ,SUBTERRÁNEO,2022-09-20 00:00:00,2022,126.5,1855.0,134.0,1035.3,0.06,0.05,0.69,10.0,0.031,0.0015,0.00130148,0.0012,0.000201289,0.00154
479,OCPNO4460M1,OCPNO4460M1-310722,POZO CNA 197 COFRADIA NAVOLATO,SUBTERRÁNEO,2022-07-28 00:00:00,2022,339.2,791.0,280.0,482.2,0.0047,3.253,0.21,10.0,4.371,0.023,0.00130148,0.0023,0.000201289,0.00154
480,OCPNO4461,OCPNO4461-310722,POZO CNA RC-5,SUBTERRÁNEO,2022-07-28 00:00:00,2022,277.4,775.0,256.0,464.4,0.013,1.405,0.29,10.0,3.324,0.013,0.00130148,0.0012,0.000352,0.00154
481,OCPNO4447,OCPNO4447-310722,POZO CNA 7,SUBTERRÁNEO,2022-07-25 00:00:00,2022,274.6,910.0,310.0,554.0,0.011,0.003,0.25,10.0,4.438,0.0015,0.00130148,0.0012,0.000201289,0.00154
482,OCPNO4465,OCPNO4465-310722,LAS TRANCAS,SUBTERRÁNEO,2022-07-28 00:00:00,2022,308.3,1010.0,282.0,611.8,0.0041,0.538,0.36,10.0,3.095,0.016,0.00130148,0.0016,0.000201289,0.00154
483,OCPNO4454,OCPNO4454-280822,LOMA DE RODRIGUERA,SUBTERRÁNEO,2022-08-25 00:00:00,2022,136.7,427.0,160.6,244.8,0.033,0.003,0.32,10.0,0.923,0.0015,0.00130148,0.0012,0.000201289,0.00154
484,OCPNO4462,OCPNO4462-310722,POZO CNA 135,SUBTERRÁNEO,2022-07-28 00:00:00,2022,201.1,576.0,216.0,383.2,0.02,0.046,0.14,10.0,0.035,0.0015,0.00130148,0.0016,0.000201289,0.00154
485,OCPNO4492,OCPNO4492-070822,BOCA DE ARROYO (CNA-402),SUBTERRÁNEO,2022-08-01 00:00:00,2022,499.5,1980.0,742.0,1708.7,0.0041,1.048,0.36,10.0,18.163,0.0015,0.00130148,0.0012,0.000201289,0.00154
486,OCPNO4498,OCPNO4498-070822,POZO CNA-159,SUBTERRÁNEO,2022-08-01 00:00:00,2022,450.8,1309.0,310.0,773.0,0.0041,0.009,0.53,10.0,9.055,0.01,0.00130148,0.0027,0.000201289,0.00154
487,OCPNO4499,OCPNO4499-070822,POZO CNA 188,SUBTERRÁNEO,2022-08-02 00:00:00,2022,404.4,1218.0,338.0,772.4,0.043,0.301,0.44,1935.0,15.752,0.01,0.00130148,0.0017,0.000201289,0.00154
488,OCPNO4500,OCPNO4500-070822,POZO CNA 1,SUBTERRÁNEO,2022-08-02 00:00:00,2022,344.8,898.0,334.0,551.4,0.0041,0.00021,0.39,10.0,8.884,0.0071,0.00130148,0.0024,0.000201289,0.00154
489,OCPNO4509,OCPNO4509-070822,POZO #1 BASE 10,SUBTERRÁNEO,2022-08-03 00:00:00,2022,267.4,1130.0,452.0,780.7,0.062,2.066,0.15,160.0,0.698,0.003,0.00130148,0.0016,0.000201289,0.00154
490,OCPNO4510,OCPNO4510-140822,POZO CNA EL VARAL,SUBTERRÁNEO,2022-08-08 00:00:00,2022,351.4,2770.0,948.0,1953.0,0.0093,1.821,0.3,10.0,8.756,0.0015,0.00130148,0.0012,0.000201289,0.00154
491,OCPNO4512,OCPNO4512-140822,LA ENTRADA,SUBTERRÁNEO,2022-08-08 00:00:00,2022,128.2,2062.0,530.0,1337.6,0.0041,0.00021,0.23,10.0,1.18,0.0015,0.00130148,0.0019,0.000201289,0.00154
492,OCPNO4531,OCPNO4531-280822,POZO CNA-350 BOCA DE ARROYO,SUBTERRÁNEO,2022-08-28 00:00:00,2022,224.6,602.0,220.9,375.8,0.0043,0.00021,0.48,2359.0,5.854,0.0015,0.00130148,0.0012,0.000201289,0.00154
493,OCPNO4551M1,OCPNO4551M1-140822,POZO 12 LAS QUINTAS,SUBTERRÁNEO,2022-09-11 00:00:00,2022,260.4,814.0,241.4,485.0,0.123,0.181,0.24,185.0,0.031,0.037,0.00130148,0.0012,0.000201289,0.00154
494,OCPNO4572,OCPNO4572-210822,"EL DORADO, LA CRUZ DE NAVITO",SUBTERRÁNEO,2022-08-17 00:00:00,2022,207.7,657.0,261.0,413.0,0.12,0.451,0.32,10.0,5.243,0.0015,0.00130148,0.0012,0.000201289,0.00154
495,OCPNO4575,OCPNO4575-210822,QUILA,SUBTERRÁNEO,2022-08-17 00:00:00,2022,263.0,547.0,259.0,454.8,0.0059,0.00021,0.72,10.0,11.351,0.016,0.00130148,0.0012,0.000201289,0.00154
496,OCPNO4595,OCPNO4595-040922,EL LIMONCITO,SUBTERRÁNEO,2022-10-27 00:00:00,2022,229.6,624.0,262.0,344.0,0.0041,0.009,0.22,10.0,2.09,0.0015,0.00130148,0.0012,0.000201289,0.00154
497,OCPNO4596,OCPNO4596-040922,EL ROBLE,SUBTERRÁNEO,2022-10-27 00:00:00,2022,215.3,559.0,233.6,336.0,0.0041,0.00021,0.19,10.0,3.105,0.0015,0.00130148,0.0012,0.000201289,0.00154
498,OCPNO4599,OCPNO4599-040922,EJIDO LA CRUZ,SUBTERRÁNEO,2022-10-28 00:00:00,2022,239.8,771.0,274.2,412.0,0.0041,0.003,0.38,63.0,4.3,0.0015,0.00130148,0.0012,0.000201289,0.00154
499,OCPNO4606,OCPNO4606-250922,EJIDO DIMAS,SUBTERRÁNEO,2022-09-23 00:00:00,2022,137.0,493.0,189.0,291.0,0.311,0.541,0.31,10.0,0.15,0.0015,0.00130148,0.0012,0.000201289,0.00154
500,OCPNO4612,OCPNO4612-250922,SAN IGNACIO,SUBTERRÁNEO,2022-10-13 00:00:00,2022,124.2,345.0,121.9,199.2,0.084,0.004,0.43,363.0,2.233,0.0073,0.00130148,0.0012,0.000201289,0.00154
501,OCPNO4618,OCPNO4618-250922,POZO CNA 82,SUBTERRÁNEO,2022-09-22 00:00:00,2022,70.4,198.0,72.7,126.3,0.0041,0.00021,0.17,10.0,0.848,0.0015,0.00130148,0.0012,0.000201289,0.00154
502,OCPNO4619,OCPNO4619-250922,WALAMO (CNA-013),SUBTERRÁNEO,2022-10-13 00:00:00,2022,115.9,581.0,241.9,379.6,0.518,0.352,0.09,10.0,0.974,0.0015,0.00130148,0.0012,0.000201289,0.00154
503,OCPNO4621,OCPNO4621-250922,POZO VILLA UNIÓN,SUBTERRÁNEO,2022-09-19 00:00:00,2022,229.5,569.0,180.7,370.7,0.168,0.854,0.54,10.0,0.046,0.0015,0.00130148,0.0012,0.000201289,0.00154
504,OCPNO4679,OCPNO4679-280822,POZO CNA 221,SUBTERRÁNEO,2022-08-24 00:00:00,2022,292.9,1177.0,383.5,709.2,0.491,0.043,0.39,10.0,5.997,0.0015,0.00130148,0.0012,0.000201289,0.00154
505,OCPNO5401,OCPNO5401-280822,POZO CNA-268 (AGUSTINA RAMIREZ),SUBTERRÁNEO,2022-08-24 00:00:00,2022,268.0,1983.0,704.8,1252.3,0.02,0.00021,0.21,10.0,6.996,0.0015,0.00130148,0.0012,0.000201289,0.00154
506,OCPNO6204,OCPNO6204-180922,POZO ACUIFERO RIO BALUARTE 1,SUBTERRÁNEO,2022-09-13 00:00:00,2022,60.2,190.0,67.5,147.3,0.0084,0.00021,0.3,3255.0,1.093,0.0015,0.00130148,0.0012,0.000201289,0.00154
507,OCPNO5400,OCPNO5400-280822,POZO CNA-264 (ALHUEY),SUBTERRÁNEO,2022-08-24 00:00:00,2022,294.0,1093.0,309.2,635.0,0.2,0.153,0.32,10.0,1.375,0.0015,0.00130148,0.0012,0.000201289,0.00154
508,OCPNO6210,OCPNO6210-180922,POZO ACUIFERO RIO BALUARTE 8,SUBTERRÁNEO,2022-09-13 00:00:00,2022,377.4,955.0,400.9,550.0,0.026,0.00021,0.67,17329.0,5.445,0.0015,0.00130148,0.0012,0.000201289,0.00154
509,OCPNO6216,OCPNO6216-180922,POZO ACUIFERO RIO BALUARTE 19,SUBTERRÁNEO,2022-09-15 00:00:00,2022,137.7,510.0,184.9,341.3,0.0068,0.001,0.17,285.0,4.696,0.0015,0.00130148,0.0012,0.000201289,0.00154
510,OCPNO6191,OCPNO6191-040922,POZO ACUIFERO RIO CULIACAN 21,SUBTERRÁNEO,2022-10-29 00:00:00,2022,479.7,1484.0,231.6,956.0,0.0041,0.022,1.21,98.0,12.732,0.041,0.00130148,0.0012,0.000201289,0.00154
511,OCPSU6176,OCPSU6176-110922,SAN JOSE DEL PROGRESO,SUBTERRÁNEO,2022-09-08 00:00:00,2022,78.0,233.0,112.0,206.0,5.315,0.821,0.0364,30.0,0.401,0.0015,0.00130148,0.012,0.000201289,0.00388
512,OCPSU6175,OCPSU6175-110922,MAGDALENA OCOTLAN,SUBTERRÁNEO,2022-09-08 00:00:00,2022,329.0,694.0,345.0,482.0,0.095,0.00109,0.0364,30.0,0.682,0.0015,0.00130148,0.006,0.000201289,0.00154
513,OCPYU4890,OCPYU4890-280822,POZO 4 DE LA PLANTA MERIDA IV,SUBTERRÁNEO,2022-10-31 00:00:00,2022,353.6,1693.0,475.3,922.7,0.0041,0.00021,0.22,10.0,4.208,0.0015,0.00130148,0.0012,0.000201289,0.00154
515,OCPYU4926,OCPYU4926-280822,POZO 6 DE LA PLANTA TEMOZON NORTE DE LA JAPAY,SUBTERRÁNEO,2022-10-31 00:00:00,2022,338.3,1354.0,430.6,711.0,0.0041,0.00021,0.21,10.0,5.67,0.0015,0.00130148,0.0012,0.000201289,0.00154
555,OCRBR4989M1,OCRBR4989M1-140822,"ACUIFERO MINA NL POZO NO, 10 SADM",SUBTERRÁNEO,2022-08-09 00:00:00,2022,216.0,1063.0,370.0,702.0,0.044,0.003,0.48,3.0,4.32,0.0015,0.00130148,0.001213,0.000201289,0.001941
557,OCRBR5001M1,OCRBR5001M1-140822,POZO DE AGUA Y DRENAJE NO. 9 CERRITOS,SUBTERRÁNEO,2022-08-08 00:00:00,2022,361.0,748.0,361.0,460.0,0.063,0.003,0.0364,3.0,7.506,0.0015,0.00130148,0.0012,0.0045,0.001871
559,PORTEZUELO (SAN PEDRO),PORTEZUELO (SAN PEDRO)-040922,PORTEZUELO (SAN PEDRO),SUBTERRÁNEO,2022-09-22 00:00:00,2022,118.0,301.0,77.0,206.0,0.053,0.004,0.44,3.0,1.0,0.004226,0.00130148,0.00143,0.000356,0.007037
560,SC-20,SC-20-091022,PM SUB 4,SUBTERRÁNEO,2022-10-10 00:00:00,2022,592.0,1824.0,617.5,1055.3,0.581,0.552,0.46,683.0,0.052,0.012,0.00130148,0.0012,0.000201289,0.00154
561,SC-22,SC-22-310722,PM SUB 9,SUBTERRÁNEO,2022-07-28 00:00:00,2022,534.8,1148.0,70.0,640.4,0.158,0.027,0.46,313.0,0.031,0.0015,0.00130148,0.0012,0.000201289,0.00154
562,SC-20,SC-20-310722,PM SUB 4,SUBTERRÁNEO,2022-07-28 00:00:00,2022,629.9,1965.0,612.0,1063.0,0.899,0.599,0.43,173.0,0.031,0.0015,0.00130148,0.0012,0.000201289,0.00154
563,SC-21,SC-21-091022,PM SUB 8,SUBTERRÁNEO,2022-10-10 00:00:00,2022,336.4,851.0,293.0,481.2,0.0041,0.00021,0.33,11199.0,0.08,0.0015,0.00130148,0.0012,0.000201289,0.00154
564,SC-22,SC-22-091022,PM SUB 9,SUBTERRÁNEO,2022-10-20 00:00:00,2022,465.8,1103.0,25.6,632.8,14.38,0.243,0.91,3076.0,0.248,0.0015,0.00130148,0.0049,0.000201289,0.00154
565,SC-21,SC-21-310722,PM SUB 8,SUBTERRÁNEO,2022-07-28 00:00:00,2022,393.4,1228.0,450.0,663.4,1.931,2.549,0.41,24196.0,0.043,0.0015,0.00130148,0.0012,0.000201289,0.00154
566,TOMA DOMICILIARIA BACANUCHI ESCUELA,TOMA DOMICILIARIA BACANUCHI ESCUELA-310722,TOMA DOMICILIARIA BACANUCHI ESCUELA,SUBTERRÁNEO,2022-07-25 00:00:00,2022,249.7,1100.0,522.0,838.2,0.017,0.00021,0.22,10.0,1.602,0.0015,0.00130148,0.0012,0.000201289,0.00154
567,TOMA DOMICILIARIA BANAMICHI,TOMA DOMICILIARIA BANAMICHI-140822,TOMA DOMICILIARIA BANAMICHI,SUBTERRÁNEO,2022-08-09 00:00:00,2022,232.1,704.0,90.0,464.4,0.0041,0.00021,0.53,10.0,1.586,0.0092,0.00130148,0.0012,0.000201289,0.00154
568,TOMA DOMICILIARIA HUEPAC,TOMA DOMICILIARIA HUEPAC-140822,TOMA DOMICILIARIA HUEPAC,SUBTERRÁNEO,2022-08-10 00:00:00,2022,295.0,962.0,320.0,669.0,0.0041,0.00021,0.55,10.0,3.665,0.0015,0.00130148,0.0012,0.000201289,0.00154
569,TOMA DOMICILIARIA LA CAPILLA,TOMA DOMICILIARIA LA CAPILLA-210822,TOMA DOMICILIARIA LA CAPILLA,SUBTERRÁNEO,2022-08-16 00:00:00,2022,349.2,1294.0,526.1,926.0,0.0083,0.00021,0.68,10.0,4.383,0.0015,0.00130148,0.0012,0.000201289,0.00154
570,TOMA DOMICILIARIA ACONCHI,TOMA DOMICILIARIA ACONCHI-140822,TOMA DOMICILIARIA ACONCHI,SUBTERRÁNEO,2022-08-11 00:00:00,2022,306.1,1140.0,404.0,816.4,0.0041,0.00021,0.47,10.0,5.164,0.008,0.00130148,0.0012,0.000201289,0.00154
571,TOMA DOMICILIARIA LA LABOR,TOMA DOMICILIARIA LA LABOR-210822,TOMA DOMICILIARIA LA LABOR,SUBTERRÁNEO,2022-08-16 00:00:00,2022,311.6,1182.0,451.8,969.0,0.057,1.276,0.91,41.0,4.164,0.0015,0.00130148,0.008,0.000201289,0.00154
572,TOMA DOMICILIARIA SAN JOSE,TOMA DOMICILIARIA SAN JOSE-140822,TOMA DOMICILIARIA SAN JOSE,SUBTERRÁNEO,2022-10-03 00:00:00,2022,325.8,1148.0,468.1,810.7,0.009,0.00021,0.47,20.0,4.95,0.0015,0.00130148,0.0012,0.000201289,0.00154
573,TOMA DOMICILIARIA LA ESTANCIA,TOMA DOMICILIARIA LA ESTANCIA-140822,DOMICILIARIA LA ESTANCIA,SUBTERRÁNEO,2022-08-11 00:00:00,2022,284.0,1084.0,356.0,763.8,0.0053,0.00021,0.48,148.0,5.717,0.008,0.00130148,0.0012,0.000201289,0.00154
574,OCRBR5022M2,OCRBR5022M2-160822,POZO 1A,SUBTERRÁNEO,2022-08-16 00:00:00,2022,265.0,1951.0,375.0,579.0,0.052,0.006,0.0364,3.0,6.497,0.0015,0.00130148,0.003019,0.000201289,0.00199
575,OCGCE3344M1,OCGCE3344M1-280822,O OP PASO DEL TORO,SUBTERRÁNEO,2022-08-26 00:00:00,2022,205.0,532.0,222.8,390.0,0.151,0.00137,0.0364,30.0,5.519,0.0015,0.00130148,0.037,0.000201289,0.00154
576,DLBAJ117,DLBAJ117-110922,LAS PARRITAS,SUBTERRÁNEO,2022-09-11 00:00:00,2022,377.6,1140.0,478.9,769.0,0.017,0.00021,0.34,5475.0,6.925,0.0015,0.00130148,0.0012,0.000201289,0.00154
578,OCGCE3326,OCGCE3326-280822,HOTEL JARAGUA S. A. DE C.V. (POZO 1),SUBTERRÁNEO,2022-08-26 00:00:00,2022,294.0,703.0,302.4,478.0,0.128,0.011,0.0364,30.0,9.123,0.0015,0.00130148,0.02,0.000381,0.00154
579,DLBAJ128,DLBAJ128-110922,EL ROSARIO II,SUBTERRÁNEO,2022-09-09 00:00:00,2022,355.9,1490.0,522.5,970.8,1.385,0.432,0.37,2481.0,0.21,0.019,0.00130148,0.0012,0.000201289,0.00154
581,DLBAJ184,DLBAJ184-180922,DIAZ ORDAZ 2. 2A. ETAPA,SUBTERRÁNEO,2022-09-15 00:00:00,2022,151.0,720.0,78.9,420.4,0.011,0.00021,0.76,10.0,3.752,0.0091,0.00130148,0.04,0.000201289,0.00154
582,DLBAJ186,DLBAJ186-180922,E. ZAPATA 1,SUBTERRÁNEO,2022-09-15 00:00:00,2022,187.7,2311.0,731.2,1566.7,0.272,0.007,0.27,171.0,11.458,0.0015,0.00130148,0.042,0.000201289,0.00154
583,DLBAJ149,DLBAJ149-250922,POZO NO. 14,SUBTERRÁNEO,2022-09-21 00:00:00,2022,242.8,897.0,195.3,572.0,0.0072,0.002,0.47,10.0,3.501,0.028,0.00130148,0.0012,0.000201289,0.00154
584,DLBAJ150,DLBAJ150-250922,POZO 2A,SUBTERRÁNEO,2022-09-19 00:00:00,2022,210.1,1813.0,369.8,1135.0,0.015,0.00021,0.42,10.0,6.321,0.0015,0.00130148,0.0012,0.000201289,0.00154
585,DLBAJ108,DLBAJ108-021022,POZO A.P. CNA 7 (ANTES POZO A.P. CNA 6),SUBTERRÁNEO,2022-09-29 00:00:00,2022,177.6,426.0,170.3,271.0,0.0041,0.00021,0.34,10.0,6.246,0.0015,0.00130148,0.0012,0.000201289,0.00154
586,DLBAJ161,DLBAJ161-180922,CNA-SI-03 (EJ. ALFREDO V. BONFIL),SUBTERRÁNEO,2022-09-20 00:00:00,2022,193.8,953.0,367.7,683.2,2.21,0.097,0.33,85.0,1.889,0.0015,0.00130148,0.0012,0.000201289,0.00154
588,DLBAJ92,DLBAJ92-021022,POZO SAN BERNABE,SUBTERRÁNEO,2022-09-27 00:00:00,2022,77.1,248.0,94.5,203.8,0.0043,0.00021,0.31,10.0,3.76,0.0015,0.00130148,0.0012,0.000201289,0.00154
589,DLHID1510,DLHID1510-040922,POZO ZIMAPAN 1,SUBTERRÁNEO,2022-10-07 00:00:00,2022,214.2,566.0,259.6,332.4,0.113,0.019,0.63,10.0,0.532,0.479,0.00130148,0.0012,0.000201289,0.00154
590,OCGCE3468,OCGCE3468-250922,DOS MATAS SOC. DE PROD. RURAL DE R. L. (P-2),SUBTERRÁNEO,2022-09-22 00:00:00,2022,90.0,441.0,147.6,324.0,0.29,0.002,0.0364,30.0,1.414,0.0015,0.00130148,0.016,0.000374,0.00154
591,DLMIC1772,DLMIC1772-061122,EL FRESNO 1,SUBTERRÁNEO,2022-11-16 00:00:00,2022,261.1,507.0,207.2,350.0,0.0041,0.003,0.25,10.0,0.984,0.0015,0.00130148,0.0012,0.000201289,0.00154
592,DLPUE2075,DLPUE2075-231022,JOSE ROSENDO FCO. CORTES HDZ.,SUBTERRÁNEO,2022-10-21 00:00:00,2022,232.0,749.0,304.8,454.0,0.3,0.006,0.0364,30.0,0.596,0.0015,0.00130148,0.039,0.000201289,0.00154
596,DLPUE2076,DLPUE2076-231022,"SAN ANTONIO CHICHICUAUTLA, SPR DE RI",SUBTERRÁNEO,2022-10-21 00:00:00,2022,262.0,722.0,287.4,436.0,0.272,0.044,0.0364,30.0,0.334,0.0015,0.00130148,0.031,0.000201289,0.00154
613,DLCAM6565,DLCAM6565-301022,POZO DEL SAP DE DZIBALCHEN,SUBTERRÁNEO,2022-10-28 00:00:00,2022,274.4,2364.0,1175.8,2130.0,0.0041,0.00021,0.53,1100.0,6.784,0.0015,0.00130148,0.009,0.000201289,0.00154
614,DLCAM6566,DLCAM6566-061122,POZO DEL SAP DE ITURBIDE,SUBTERRÁNEO,2022-10-31 00:00:00,2022,318.1,1661.0,751.2,1396.0,0.065,0.00021,0.89,9.0,8.902,0.0015,0.00130148,0.0012,0.000201289,0.00154
615,DLHID1511,DLHID1511-131122,POZO ZIMAPAN 2,SUBTERRÁNEO,2022-11-08 00:00:00,2022,156.2,447.0,184.3,246.0,0.105,0.003,0.1493,210.0,2.169,0.078,0.00130148,0.007,0.000201289,0.00154
618,DLCAM6560,DLCAM6560-301022,POZO DEL SAP DE TIKINMUL,SUBTERRÁNEO,2022-10-29 00:00:00,2022,247.4,2094.0,1110.5,1990.0,0.0041,0.00021,1.08,28.0,4.064,0.0015,0.00130148,0.0012,0.000201289,0.00154
619,DLCAM6561,DLCAM6561-301022,POZO DEL SAP DE ICH-EK,SUBTERRÁNEO,2022-10-28 00:00:00,2022,326.4,1517.0,586.0,1139.0,0.075,0.004,0.3,20.0,9.899,0.0015,0.00130148,0.008,0.000201289,0.00154
620,PLA16M-6+950,PLA16M-6+950-131122,PLA16M-6+950,SUBTERRÁNEO,2022-11-10 00:00:00,2022,134.6,1024.0,300.6,626.3,4.735,0.178,1.15,10.0,0.194,0.0015,0.00130148,0.0012,0.000201289,0.00154
621,PLA8L-7+350,PLA8L-7+350-131122,PLA8L-7+350,SUBTERRÁNEO,2022-11-10 00:00:00,2022,192.8,1239.0,418.4,788.3,2.907,0.102,1.43,14136.0,0.751,0.0015,0.0014,0.0033,0.000201289,0.00154
