,CLAVE SITIO,CLAVE MONITOREO,NOMBRE DEL SITIO,TIPO CUERPO DE AGUA,FECHA REALIZACIÓN,AÑO,SST,CF,E_COLI,OD%,DBO5,DQO,TOX_D48,TOX_V15
157,DLMIC1585,DLMIC1585-180922,RIO BALSAS CORRIENTE IZQUIERDA - ALBATROS,LÓTICO - COSTERO (HUMEDAL),2022-09-14,2022,10.0,24000.0,24000.0,64.2,2.0,43.29,1.0,1.0
158,DLMIC1590,DLMIC1590-280822,RIO LERMA 18,LÓTICO (HUMEDAL),2022-08-26,2022,20.1,5172.0,199.0,33.6,11.1,42.03,1.0,1.0
159,DLMIC1595,DLMIC1595-280822,RIO LERMA 56,LÓTICO,2022-08-25,2022,300.0,20980.0,8200.0,58.6,9.2,56.31,1.0,1.0
160,DLMIC1596,DLMIC1596-280822,RIO LERMA 57,LÓTICO,2022-08-25,2022,305.0,48840.0,19040.0,55.3,25.4,53.23,1.0,1.0
161,DLMIC1607,DLMIC1607-210822,RIO LERMA 58,LÓTICO,2022-08-16,2022,80.3,17329.0,15531.0,107.4,17.4,68.87,1.0,1.0
162,DLMIC1608,DLMIC1608-210822,RIO LERMA 59,LÓTICO,2022-08-16,2022,75.6,12590.0,9600.0,50.2,15.4,48.62,1.0,1.0
163,DLMIC1598,DLMIC1598-110922,YURECUARO,LÓTICO,2022-08-25,2022,477.5,34480.0,10860.0,52.9,19.1,63.23,1.0,1.0
164,DLMIC1609,DLMIC1609-210822,AGUA ARRIBA DE LA PIEDAD,LÓTICO,2022-08-16,2022,159.8,68670.0,64880.0,41.8,16.7,72.62,1.0,1.0
165,DLMIC1614,DLMIC1614-210822,AGUA ABAJO DE LA PIEDAD (CASETA DE COBRO),LÓTICO,2022-08-16,2022,78.7,24196.0,24196.0,16.3,12.0,48.51,1.0,1.0
166,DLMIC1620,DLMIC1620-280822,RIO COAHUAYANA SAN VICENTE,LÓTICO,2022-08-24,2022,262.3,15390.0,1600.0,82.0,15.7,19.23,1.0,1.0
167,DLMIC1606,DLMIC1606-210822,RIO LERMA 40,LÓTICO,2022-08-18,2022,791.4,241960.0,193290.0,62.4,16.7,26.75,1.0,1.0
168,DLMIC1622,DLMIC1622-280822,PUENTE COHUAYANA,LÓTICO (HUMEDAL),2022-08-24,2022,388.7,17850.0,2690.0,91.4,14.8,19.23,1.0,1.0
169,DLMIC1618,DLMIC1618-210822,RIO LERMA 61,LÓTICO,2022-08-17,2022,30.3,5794.0,373.0,82.2,18.1,21.74,1.0,1.0
170,DLMIC1621,DLMIC1621-280822,RIO COAHUAYANA 3,LÓTICO (HUMEDAL),2022-08-24,2022,323.7,17930.0,2560.0,82.0,15.2,64.77,1.0,1.0
171,DLMIC1619,DLMIC1619-210822,RIO LERMA 60,LÓTICO,2022-08-18,2022,1485.7,155310.0,141360.0,94.0,37.4,110.15,1.0,1.0
172,DLMIC1636,DLMIC1636-280822,RODILLA DEL DIABLO,LÓTICO,2022-10-04,2022,10.0,1467.0,813.0,101.8,2.0,10.0,1.0,1.0
173,DLMIC1617,DLMIC1617-210822,RIO LERMA 62,LÓTICO,2022-08-16,2022,10.1,14136.0,2187.0,83.4,17.4,37.33,1.0,1.0
174,DLMIC1624,DLMIC1624-280822,DESEMBOCADURA  RIO COAHUAYANA 2,LÓTICO - COSTERO,2022-08-29,2022,530.5,48840.0,4080.0,62.9,2.0,10.0,1.0,1.0
175,DLMIC1671,DLMIC1671-070822,RIO LERMA 38,LÓTICO,2022-08-03,2022,243.4,32550.0,14210.0,49.3,11.4,111.38,1.0,1.0
176,DLMIC1669,DLMIC1669-070822,RIO LERMA 22,LÓTICO,2022-08-04,2022,73.7,24196.0,24196.0,65.6,15.7,21.84,1.0,1.0
177,DLMIC1664,DLMIC1664-070822,RIO LERMA 49,LÓTICO,2022-08-05,2022,119.8,14136.0,8664.0,41.1,23.5,41.44,1.0,1.0
178,DLMIC1667,DLMIC1667-070822,RIO LERMA 47,LÓTICO,2022-08-04,2022,67.9,24196.0,6131.0,71.0,23.7,51.51,1.0,1.0
179,DLMIC1649,DLMIC1649-280822,LA PASTORIA (CUPATITZIO),LÓTICO (HUMEDAL),2022-10-04,2022,10.0,578.0,63.0,101.6,2.0,10.0,1.0,1.0
180,DLMIC1675,DLMIC1675-070822,CORRALES LSP,LÓTICO,2022-08-05,2022,111.2,224700.0,57600.0,41.1,36.4,56.72,1.0,1.0
181,DLMIC1717,DLMIC1717-070822,LA MINTZITA 2,LÓTICO (HUMEDAL),2022-08-02,2022,10.0,98.0,51.0,71.7,2.0,10.0,1.0,1.0
182,DLMIC1730,DLMIC1730-310722,MORELIA  (A) AGUAS ARRIBA,LÓTICO,2022-07-29,2022,174.4,241960.0,241960.0,78.9,20.5,74.0,1.0,1.0
183,DLMIC1731,DLMIC1731-310722,MORELIA  (A) AGUAS ABAJO,LÓTICO,2022-07-29,2022,215.4,24196.0,24196.0,41.4,21.8,55.95,1.0,1.0
184,DLMIC1748,DLMIC1748-310722,EL GIGANTE,LÓTICO,2022-07-25,2022,398.3,24196.0,24196.0,78.7,4.4,23.74,1.0,1.0
185,DLMIC1749,DLMIC1749-310722,RIO LERMA 12,LÓTICO,2022-07-25,2022,76.2,24196.0,24196.0,79.0,6.96,22.9,1.0,1.0
186,DLMIC1750,DLMIC1750-310722,PUENTE TUNGAREO,LÓTICO,2022-07-25,2022,70.2,24196.0,24196.0,79.2,9.48,11.87,1.0,1.0
187,DLMIC1751,DLMIC1751-310722,RIO LERMA 10,LÓTICO,2022-07-25,2022,65.5,6867.0,1250.0,83.1,7.84,10.18,1.0,1.0
188,DLMIC1752,DLMIC1752-310722,RIO LERMA 70,LÓTICO,2022-07-25,2022,38.3,15531.0,512.0,97.7,8.0,12.72,1.0,1.0
189,DLMIC1764,DLMIC1764-310722,RH12-2 LERMA,LÓTICO,2022-07-27,2022,74.3,24196.0,15531.0,50.5,8.6,55.62,1.0,1.0
190,DLNAY1827,DLNAY1827-040922,RIO AMECA 7 (RIO AMECA AGUAS ARRIBA DE AMATLAN DE CAÑAS),LÓTICO,2022-10-11,2022,46.8,1523.0,216.0,103.0,2.0,10.0,1.0,1.0
191,DLNAY1828,DLNAY1828-040922,RIO AMECA 9 (RIO AMECA AGUAS ABAJO DE AMATLAN DE CAÑAS),LÓTICO,2022-10-11,2022,37.4,1650.0,160.0,113.4,2.0,10.0,1.0,1.0
192,DLNAY1842,DLNAY1842-110922,RH12-10 LERMA (RIO GRANDE SANTIAGO/ LAS YEGUAS),LÓTICO,2022-09-11,2022,16.9,24196.0,131.0,73.6,2.0,10.0,1.0,1.0
193,DLNAY1858,DLNAY1858-040922,RIO GRANDE DE SANTIAGO 22(RIO GRANDE DE SANTIAGO PRESA SAN RAFAEL),LÓTICO,2022-09-30,2022,10.0,9884.0,119.0,72.0,2.0,10.0,1.0,1.0
194,DLNAY1859,DLNAY1859-110922,RIO GRANDE DE SANTIAGO 21 (AGUAMILPA),LÓTICO (HUMEDAL),2022-09-11,2022,28.6,24196.0,278.0,53.8,2.0,10.0,1.0,1.0
195,DLNAY1867,DLNAY1867-040922,EL VENADO,LÓTICO,2022-10-10,2022,50.9,4352.0,489.0,100.9,2.0,10.0,1.0,1.0
196,DLNAY1868,DLNAY1868-040922,RIO SAN PEDRO 16,LÓTICO,2022-10-15,2022,17.2,2489.0,62.0,101.0,4.16,36.21,1.0,1.0
197,DLNAY1870,DLNAY1870-040922,DESP. DE LA DESCARGA MUNICIPAL RUIZ,LÓTICO,2022-10-15,2022,46.9,3654.0,41.0,106.1,2.0,10.0,1.0,1.0
198,DLNAY1874,DLNAY1874-021022,RIO SAN PEDRO 17,LÓTICO,2022-09-22,2022,150.6,15650.0,1550.0,88.6,7.4,13.44,1.0,1.0
199,DLNAY1871,DLNAY1871-040922,RIO SAN PEDRO 19,LÓTICO,2022-10-15,2022,35.7,1236.0,31.0,107.4,2.0,10.0,1.0,1.0
200,DLNAY1875,DLNAY1875-021022,TUXPAN,LÓTICO,2022-09-22,2022,243.0,19560.0,2500.0,90.0,6.4,14.28,1.0,1.0
201,DLNAY1873,DLNAY1873-040922,VADO DE SAN PEDRO,LÓTICO,2022-10-15,2022,42.7,2098.0,63.0,103.6,2.0,10.0,1.0,1.0
202,DLNAY1881W1,DLNAY1881W1-021022,RIO SAN PEDRO 14 ( EMBARCADERO LA BATANGA),LÓTICO - COSTERO (HUMEDAL),2022-09-26,2022,24.1,14136.0,41.0,64.0,2.0,10.0,1.0,1.0
203,DLNAY1882W1,DLNAY1882W1-021022,MEXCALTITAN (EMBARCADERO),LÓTICO - COSTERO (HUMEDAL),2022-09-22,2022,39.7,2613.0,171.0,71.7,2.16,12.6,1.0,1.0
204,DLNAY1879W1,DLNAY1879W1-021022,RH11-1 PRESIDIO-SAN PEDRO ( LA BATANGA),LÓTICO - COSTERO (HUMEDAL),2022-09-26,2022,24.4,5172.0,10.0,58.4,2.0,10.0,1.0,1.0
205,DLNAY1884,DLNAY1884-250922,RIO SAN PEDRO 13,LÓTICO - COSTERO (HUMEDAL),2022-09-26,2022,28.5,8164.0,41.0,58.7,2.0,10.0,1.0,1.0
206,DLNAY1883W1,DLNAY1883W1-250922,MARISMAS NACIONALES 5,LÓTICO - COSTERO (HUMEDAL),2022-09-26,2022,23.8,9804.0,31.0,65.2,2.0,10.0,1.0,1.0
208,DLNAY1890,DLNAY1890-110922,RIO GRANDE DE SANTIAGO 36 (VILLA JUAREZ),LÓTICO,2022-09-07,2022,46.7,6131.0,609.0,92.8,2.0,10.0,1.0,1.0
209,DLNAY1892,DLNAY1892-110922,RIO GRANDE DE SANTIAGO 34 (PUERTA DE MANGOS),LÓTICO,2022-09-07,2022,32.0,9208.0,987.0,87.9,10.4,13.44,1.0,1.0
210,DLNAY1893,DLNAY1893-040922,DESEMBOCADURA DEL RIO AMECA A PLAYA NUEVO VALLARTA,LÓTICO - COSTERO,2022-10-02,2022,119.0,72700.0,17260.0,93.1,7.1,10.0,1.0,1.0
211,DLNAY1896,DLNAY1896-110922,RIO GRANDE DE SANTIAGO 32 (SOBRE EL PUENTE DE LA PRESA SANTIAGO),LÓTICO (HUMEDAL),2022-09-07,2022,25.0,8664.0,2400.0,90.1,4.08,10.0,1.0,1.0
212,DLNAY1899,DLNAY1899-110922,RIO GRANDE DE SANTIAGO 30,LÓTICO,2022-09-09,2022,35.9,15531.0,6867.0,91.9,14.7,16.8,1.0,1.0
213,DLNAY1902,DLNAY1902-110922,RIO GRANDE DE SANTIAGO 28,LÓTICO (HUMEDAL),2022-09-09,2022,17.7,17329.0,5172.0,79.4,2.0,10.0,1.0,1.0
214,DLNAY1906,DLNAY1906-110922,EL JILEÑO,LÓTICO (HUMEDAL),2022-09-09,2022,16.6,10462.0,3076.0,84.8,11.0,13.44,1.0,1.0
215,DLNAY1915,DLNAY1915-110922,RIO GRANDE DE SANTIAGO 37 (BOCA DEL ASADERO),LÓTICO - COSTERO (HUMEDAL),2022-09-07,2022,33.5,6488.0,315.0,68.5,18.3,20.16,1.0,1.0
216,DLNAY1927,DLNAY1927-040922,GAVIOTAS (LAS PALMAS),LÓTICO,2022-10-02,2022,249.4,17329.0,1029.0,98.9,9.2,10.0,1.0,1.0
217,DLNAY1929,DLNAY1929-280822,RIO AMECA 6 (RIO AMECA SAN JOSE DEL VALLE,LÓTICO (HUMEDAL),2022-10-02,2022,130.1,24196.0,2809.0,105.6,8.7,10.0,1.0,1.0
218,DLNAY1928,DLNAY1928-280822,RIO AMECA 8 (RIO AMECA SAN JUAN DE ABAJO),LÓTICO (HUMEDAL),2022-10-02,2022,360.0,57940.0,8690.0,101.2,8.2,11.65,1.0,1.0
219,DLNAY1932,DLNAY1932-040922,JARRETADERAS,LÓTICO (HUMEDAL),2022-10-02,2022,159.9,61310.0,6330.0,94.2,8.6,10.0,1.0,1.0
220,DLNAY1942,DLNAY1942-040922,SAN PEDRO IXCATAN,LÓTICO,2022-10-10,2022,718.0,1291.0,160.0,96.1,2.0,10.0,1.0,1.0
221,DLNAY1959,DLNAY1959-250922,RIO ACAPONETA 4,LÓTICO,2022-09-23,2022,370.6,24196.0,17329.0,86.3,2.0,29.4,1.0,1.0
222,DLNAY1964,DLNAY1964-040922,ACAPONETA (ACAPONETA),LÓTICO,2022-09-29,2022,18.4,6131.0,216.0,112.9,2.0,10.0,1.0,1.0
223,DLNAY1963,DLNAY1963-040922,RIO ACAPONETA 7,LÓTICO,2022-09-29,2022,20.2,6488.0,226.0,106.8,2.0,10.0,1.0,1.0
224,DLNAY1958,DLNAY1958-250922,RIO ACAPONETA TECUALA,LÓTICO,2022-09-23,2022,349.4,54750.0,10710.0,87.1,2.0,16.8,1.0,1.0
225,DLNAY1961,DLNAY1961-250922,RIO ACAPONETA 5,LÓTICO,2022-09-23,2022,254.6,24196.0,10462.0,94.2,2.0,10.92,1.0,1.0
226,DLNAY1968,DLNAY1968-110922,A LA ALTURA DEL POBLADO DE HUAJICORI,LÓTICO,2022-09-08,2022,476.0,13330.0,100.0,101.3,13.1,16.8,1.0,1.0
227,DLNAY1970,DLNAY1970-110922,HUAJICORI II,LÓTICO,2022-09-08,2022,384.8,7940.0,750.0,105.6,11.9,12.6,1.0,1.0
228,DLNAY1972,DLNAY1972-110922,RIO ACAPONETA 13,LÓTICO,2022-09-08,2022,342.6,12100.0,520.0,98.3,11.4,13.44,1.0,1.0
229,DLNAY1973,DLNAY1973-021022,RIO ACAPONETA MILPAS VIEJAS,LÓTICO,2022-09-23,2022,499.6,36540.0,7890.0,86.3,2.0,18.48,1.0,1.0
230,DLNAY1966,DLNAY1966-110922,RIO ACAPONETA 9,LÓTICO,2022-09-08,2022,279.8,14136.0,262.0,99.6,11.8,12.6,1.0,1.0
231,DLNAY1974,DLNAY1974-021022,RIO ACAPONETA 1,LÓTICO (HUMEDAL),2022-09-23,2022,74.7,15531.0,298.0,56.8,2.0,10.0,1.0,1.0
232,DLPUE1976,DLPUE1976-140822,PUEBLA SAN FRANCISCO  (A) AGUAS ARRIBA,LÓTICO,2022-08-12,2022,172.7,24000.0,24000.0,18.3,113.33,259.37,1.19,28.57
233,DLPUE1977,DLPUE1977-140822,DESPUÉS DE LA CONFLUENCIA CON EL RÍO SAN FRANCISCO,LÓTICO,2022-08-12,2022,367.7,24000.0,24000.0,13.4,160.0,382.23,1.77,90.91
234,DLPUE1989,DLPUE1989-140822,LA AUTOPISTA P1 (24),LÓTICO,2022-08-10,2022,416.7,2400.0,930.0,12.3,193.33,533.66,5.38,1.38
235,DLPUE1992M1,DLPUE1992M1-110922,"RA-1 RIO ATOYAC, ANTES TLAHUAPAN (ESTACIÓN TESTIGO)",LÓTICO,2022-09-06,2022,318.2,24000.0,24000.0,55.3,12.5,89.13,1.0,1.0
236,DLPUE2005,DLPUE2005-140822,RIO TECOLUTLA 1,LÓTICO,2022-08-11,2022,29.0,4600.0,2400.0,90.4,2.0,31.63,1.0,1.0
237,DLPUE2007,DLPUE2007-280822,RIO CAZONES 1,LÓTICO,2022-08-26,2022,10.0,11000.0,4600.0,70.3,2.0,38.71,1.0,1.0
238,DLPUE2008,DLPUE2008-280822,LAZARO CARDENAS,LÓTICO,2022-08-26,2022,10.0,11000.0,2100.0,65.6,2.0,39.96,1.0,1.0
239,DLPUE2010,DLPUE2010-280822,RIO CAZONES 5,LÓTICO,2022-08-25,2022,10.0,4600.0,2400.0,69.2,2.0,45.79,1.0,1.0
240,DLPUE2011,DLPUE2011-280822,VILLA AVILA CAMACHO,LÓTICO,2022-08-26,2022,10.0,2400.0,1500.0,61.2,3.17,35.79,1.0,1.0
241,DLPUE2014M1,DLPUE2014M1-110922,SANTA MARÍA CORONANGO,LÓTICO,2022-09-09,2022,14.0,24000.0,1500.0,17.6,5.17,62.46,1.0,1.0
242,DLPUE2015,DLPUE2015-110922,ANTES DE LA UNION DEL RIO TLANALAPAN P1(12),LÓTICO,2022-09-07,2022,424.1,24000.0,2100.0,47.8,6.0,83.71,1.0,1.0
243,DLPUE2017,DLPUE2017-110922,PUENTE CARRETERA SAN MARTIN-TLAXCALA P1(15),LÓTICO,2022-09-05,2022,980.0,24000.0,24000.0,49.2,30.0,128.71,1.0,1.0
244,DLPUE2054,DLPUE2054-110922,RIO XOCHIAC AGUAS ABAJO DEL COLECTOR EL CARMEN CONFLUENCIA CON RIO XOCHIAC,LÓTICO,2022-09-08,2022,136.8,24000.0,24000.0,19.7,460.0,796.51,1.0,12.5
245,DLPUE2019M1,DLPUE2019M1-140822,RIO RABANILLO,LÓTICO,2022-08-08,2022,50.6,24000.0,11000.0,16.1,370.0,684.46,1.0,2.47
246,DLPUE2022M1,DLPUE2022M1-140822,BARRANCA HONDA,LÓTICO,2022-08-09,2022,190.0,24000.0,24000.0,12.6,390.0,890.8,1.76,19.61
247,DLPUE2050,DLPUE2050-210822,ATOYAC LA CARMELITA P1 (26),LÓTICO,2022-08-15,2022,261.5,24000.0,24000.0,50.2,63.33,143.71,1.0,1.0
248,DLPUE2053,DLPUE2053-210822,ECHEVERRIA ANTES DE LA PLANTA DE TRATAMIENTO ATOYAC SUR,LÓTICO,2022-08-16,2022,196.4,24000.0,24000.0,32.7,27.0,96.63,1.0,1.0
249,DLPUE2062M1,DLPUE2062M1-110922,ARROYO METLAPANAPA,LÓTICO,2022-09-09,2022,183.9,24000.0,930.0,41.4,76.67,196.51,1.0,1.13
250,DLPUE2063M1,DLPUE2063M1-110922,ARROYO PRIETO,LÓTICO,2022-09-09,2022,274.3,24000.0,1500.0,24.1,50.0,165.09,1.0,1.0
251,DLPUE2074M1,DLPUE2074M1-110922,SANTA MARÍA TEXMELUCAN,LÓTICO,2022-09-07,2022,42.0,24000.0,24000.0,64.5,2.14,34.13,1.0,1.0
252,DLPUE2056,DLPUE2056-210822,AMPLIACIÓN UNIÓN ANTORCHISTA,LÓTICO,2022-08-16,2022,169.0,24000.0,24000.0,22.3,26.67,100.38,1.0,1.0
253,DLPUE2064,DLPUE2064-210822,PUENTE SAN FRANCISCO TOTIMEHUACAN,LÓTICO (HUMEDAL),2022-08-15,2022,54.8,24000.0,24000.0,33.1,46.0,101.21,1.0,1.0
254,DLQUE2133,DLQUE2133-040922,"INFIERNILLO, ESTACION DE AFORO",LÓTICO,2022-09-01,2022,27.5,15531.0,10.0,110.1,2.0,10.0,1.0,1.0
255,DLQUE2149,DLQUE2149-040922,RIO AYUTLA,LÓTICO,2022-09-28,2022,117.1,5172.0,455.0,117.4,2.0,10.0,1.0,1.0
256,DLQUI2266,DLQUI2266-040922,SUBTENIENTE LOPEZ,LÓTICO (HUMEDAL),2022-08-31,2022,10.0,23.0,4.0,42.0,107.8,130.46,1.0,1.0
257,DLQUI2267,DLQUI2267-040922,JUAN SARABIA,LÓTICO (HUMEDAL),2022-08-31,2022,10.0,93.0,23.0,70.1,31.98,53.79,1.0,1.0
258,DLQUI2268,DLQUI2268-040922,RIO HONDO 1,LÓTICO (HUMEDAL),2022-08-31,2022,14.0,9.0,4.0,65.8,24.72,38.56,1.0,1.0
259,DLQUI2272,DLQUI2272-040922,LA UNION II,LÓTICO,2022-08-30,2022,18.0,21.0,4.0,17.4,106.4,142.52,1.0,1.0
260,DLQUI2273,DLQUI2273-040922,RIO HONDO 2,LÓTICO,2022-08-30,2022,12.0,150.0,20.0,19.4,29.64,36.65,1.0,1.0
261,DLQUI2271,DLQUI2271-040922,CACAO,LÓTICO (HUMEDAL),2022-08-31,2022,16.0,43.0,7.0,46.4,28.32,36.65,1.0,1.0
262,DLQUI2274,DLQUI2274-040922,LA UNION I,LÓTICO,2022-08-30,2022,12.0,210.0,43.0,56.1,31.2,38.56,1.0,1.0
263,DLSAN2337,DLSAN2337-040922,CIUDAD RIO VERDE (LA PLANTA),LÓTICO,2022-10-05,2022,10.0,2400.0,1100.0,89.0,5.57,16.66,1.0,1.0
264,DLSAN2351,DLSAN2351-040922,PLANTA DE TRATAMIENTO BIRMANIA (SALIDA),LÓTICO,2022-09-02,2022,10.0,24000.0,24000.0,29.2,8.0,37.04,1.0,1.0
265,DLSAN2336,DLSAN2336-040922,RIO VERDE (SALIDA DE LA CD. RIOVERDE),LÓTICO,2022-10-05,2022,11.0,2400.0,2400.0,41.0,3.37,10.0,1.0,1.0
266,DLSAN2354,DLSAN2354-040922,TOMA DE AGUA POTABLE (D.A.P.A.),LÓTICO,2022-09-02,2022,10.0,930.0,210.0,92.9,2.0,19.96,1.0,1.0
267,DLSAN2378,DLSAN2378-040922,CIENEGAS DE TAMASOPO 1,LÓTICO (HUMEDAL),2022-09-01,2022,10.0,930.0,430.0,38.7,2.0,29.13,1.0,1.0
268,DLSAN2380,DLSAN2380-040922,PUENTE EL AHOGADO,LÓTICO,2022-09-01,2022,10.0,2100.0,750.0,96.0,2.0,27.88,1.0,1.0
269,DLSAN2365,DLSAN2365-040922,ESTACION HIDROMETRICA ADJUNTAS,LÓTICO,2022-09-02,2022,67.0,2400.0,930.0,92.1,2.0,22.04,1.0,1.0
270,DLTAB2416,DLTAB2416-140822,RIO CARRIZAL 3,LÓTICO,2022-08-08,2022,37.5,24196.0,24196.0,88.9,2.0,18.3,1.0,1.0
271,DLTAB2417,DLTAB2417-140822,"FRIGORIFICO Y EMPACADORA DE TABASCO, S.A. DE C.V.",LÓTICO,2022-08-08,2022,24.8,24196.0,12033.0,87.4,2.0,10.0,1.0,1.0
272,DLSAN2369,DLSAN2369-040922,RIO CHOY (PLANTA POTABILIZADORA),LÓTICO,2022-09-02,2022,12.0,750.0,430.0,81.7,2.0,21.21,1.0,1.0
273,DLTAB2419,DLTAB2419-140822,RIO CARRIZAL 1,LÓTICO,2022-08-08,2022,15.8,4611.0,209.0,95.2,2.0,10.0,1.0,1.0
274,DLTAB2412,DLTAB2412-140822,LA SIERRA PUEBLO NUEVO,LÓTICO (HUMEDAL),2022-08-12,2022,748.0,38730.0,32550.0,84.3,4.7,10.0,1.0,1.0
275,DLTAB2422,DLTAB2422-140822,RIO SAMARIA 6,LÓTICO (HUMEDAL),2022-08-09,2022,37.3,3654.0,933.0,89.5,2.0,10.0,1.0,1.0
276,DLTAB2427,DLTAB2427-140822,MEZCALAPA 3,LÓTICO (HUMEDAL),2022-08-09,2022,12.6,4611.0,249.0,79.4,2.0,10.0,1.0,1.0
277,DLTAB2428,DLTAB2428-140822,MEZCALAPA 2,LÓTICO (HUMEDAL),2022-08-09,2022,10.0,6131.0,2595.0,73.8,2.0,10.0,1.0,1.0
278,DLTAB2457,DLTAB2457-040922,BENITO JUAREZ,LÓTICO (HUMEDAL),2022-08-15,2022,10.0,5475.0,1145.0,10.0,2.0,12.54,1.0,1.0
279,DLTAB2455,DLTAB2455-040922,SAN FELIPE 1,LÓTICO (HUMEDAL),2022-08-15,2022,10.0,4106.0,393.0,10.0,2.0,11.7,1.0,1.0
280,DLTAB2456,DLTAB2456-040922,RIO NARANJEÑO,LÓTICO (HUMEDAL),2022-08-15,2022,10.0,1464.0,281.0,10.0,2.0,10.0,1.0,1.0
281,DLTAB2461,DLTAB2461-140822,RIO TONALA 31,LÓTICO (HUMEDAL),2022-08-10,2022,10.0,4352.0,2098.0,47.6,2.0,12.48,1.0,1.0
282,DLTAB2458,DLTAB2458-070822,RIO ZANAPA 3,LÓTICO (HUMEDAL),2022-08-07,2022,10.4,11199.0,168.0,28.3,2.0,14.28,1.0,1.0
283,DLTAB2460,DLTAB2460-070822,RIO ZANAPA 2,LÓTICO (HUMEDAL),2022-08-07,2022,10.0,2613.0,84.0,28.8,2.0,13.31,1.0,1.25
284,DLTAB2462,DLTAB2462-140822,LA VENTA,LÓTICO (HUMEDAL),2022-08-10,2022,10.0,1187.0,420.0,49.2,2.0,21.63,1.0,1.0
285,DLTAB2463,DLTAB2463-140822,RIO TONALA 6,LÓTICO (HUMEDAL),2022-08-10,2022,10.0,933.0,122.0,57.6,2.0,38.95,1.0,1.0
286,DLTAB2464,DLTAB2464-140822,RIO TONALA 7,LÓTICO (HUMEDAL),2022-08-10,2022,10.0,2755.0,181.0,81.9,2.0,36.38,1.0,1.0
287,DLTAB2493,DLTAB2493-250922,DESEMBOCADURA RIO GRIJALVA,LÓTICO - COSTERO (HUMEDAL),2022-09-22,2022,18.0,93.0,23.0,63.8,22.92,28.8,1.0,1.0
288,DLTAB2480,DLTAB2480-250922,RIO GONZALEZ 9,LÓTICO (HUMEDAL),2022-09-21,2022,38.0,210.0,210.0,80.1,15.45,24.96,1.0,1.0
289,DLTAB2490,DLTAB2490-250922,ESTUARIO CRUCE FRONTERA (PANGA)(37),LÓTICO (HUMEDAL),2022-09-22,2022,38.0,43.0,23.0,51.6,20.4,25.92,1.0,1.0
290,DLTAB2491,DLTAB2491-250922,RIO GRIJALVA 19,LÓTICO (HUMEDAL),2022-09-22,2022,60.0,1100.0,240.0,64.9,15.54,21.6,1.0,1.0
291,DLTAB2497,DLTAB2497-250922,RIO GRIJALVA 17,LÓTICO (HUMEDAL),2022-09-22,2022,56.0,240.0,240.0,56.5,19.8,23.52,1.0,1.0
292,DLTAB2498,DLTAB2498-250922,RIO GRIJALVA 18,LÓTICO (HUMEDAL),2022-09-23,2022,22.0,460.0,240.0,52.7,20.88,26.4,1.0,1.0
293,DLTAB2500,DLTAB2500-250922,RIO GRIJALVA 16,LÓTICO (HUMEDAL),2022-09-23,2022,406.0,1100.0,240.0,66.3,24.54,33.4,1.0,1.0
294,DLTAB2501,DLTAB2501-250922,RIO GRIJALVA 15,LÓTICO (HUMEDAL),2022-09-23,2022,192.0,240.0,93.0,59.7,30.36,49.85,1.0,1.0
295,DLTAB2502,DLTAB2502-250922,RIO GRIJALVA 14,LÓTICO (HUMEDAL),2022-09-20,2022,196.0,1100.0,1100.0,64.1,17.88,26.88,1.0,1.0
296,DLTAB2506,DLTAB2506-250922,EL MANGO,LÓTICO (HUMEDAL),2022-09-21,2022,50.0,150.0,75.0,50.2,12.66,21.12,1.0,1.0
297,DLTAB2503,DLTAB2503-250922,RIO CARRIZAL 4,LÓTICO,2022-09-20,2022,18.0,2400.0,75.0,84.1,21.0,24.0,1.0,1.0
298,DLTAB2504,DLTAB2504-250922,RIO GRIJALVA 3,LÓTICO (HUMEDAL),2022-09-20,2022,182.0,2400.0,1100.0,62.5,27.9,40.8,1.0,1.0
299,DLTAB2507M2,DLTAB2507M2-250922,RIO NACAJUCA 3,LÓTICO (HUMEDAL),2022-09-21,2022,19.0,240.0,240.0,22.2,30.72,45.6,1.0,1.0
300,DLTAB2509,DLTAB2509-250922,RIO GONZALEZ 3,LÓTICO (HUMEDAL),2022-09-21,2022,13.0,460.0,93.0,60.8,22.2,26.4,1.0,1.0
301,DLTAB2515,DLTAB2515-250922,RIO MEZCALAPA(65),LÓTICO,2022-09-20,2022,18.0,1100.0,210.0,76.6,19.98,23.52,1.0,1.0
302,DLTAB2511,DLTAB2511-140822,RIO CARRIZAL 2,LÓTICO,2022-08-08,2022,25.6,4884.0,226.0,98.8,2.0,10.0,1.0,1.0
303,DLTAB2514,DLTAB2514-070822,MEZCALAPA 1,LÓTICO,2022-08-07,2022,10.0,2359.0,86.0,57.3,2.0,10.0,1.0,1.0
304,DLTAB2522,DLTAB2522-070822,RIO CHILAPA 1,LÓTICO (HUMEDAL),2022-08-02,2022,20.5,1014.0,189.0,85.6,2.0,10.0,1.0,1.0
305,DLTAB2516,DLTAB2516-140822,TEAPA,LÓTICO (HUMEDAL),2022-08-12,2022,532.5,54750.0,36540.0,98.1,7.3,47.59,1.0,1.0
306,DLTAB2519,DLTAB2519-070822,RIO PUXCATAN,LÓTICO (HUMEDAL),2022-08-05,2022,45.4,2247.0,644.0,86.9,5.3,10.0,1.0,1.0
